Umur,Jenis_Kelamin,Penghasilan,Pendidikan,Frekuensi_Liburan,Preferensi_Aktivitas,Anggaran_Liburan,Lokasi,Jarak_ke_Gunung,Jarak_ke_Pantai,Musim_Favorit,Hewan_Peliharaan,Sensitivitas_Lingkungan,Preferensi_Liburan
51,Perempuan,22075,Magister,7,Renang,563,Perkotaan,48,146,Panas,1,0,Pantai
23,Perempuan,90456,Doktor,4,Berjemur,3979,Pedesaan,110,7,Gugur,1,0,Pantai
39,Perempuan,81861,Doktor,2,Berjemur,3624,Perkotaan,198,89,Gugur,0,1,Pantai
28,Non-Biner,119026,Sarjana,9,Renang,2842,Pedesaan,61,217,Dingin,0,0,Pantai
65,Non-Biner,34896,Sarjana,7,Renang,1303,Perkotaan,118,279,Semi,1,0,Pantai
33,Non-Biner,32779,Sarjana,7,Ski,4021,Pedesaan,56,152,Dingin,0,1,Gunung
50,Perempuan,38187,SMA/Setingkat,1,Renang,2962,Perkotaan,287,232,Panas,0,0,Pantai
26,Laki-Laki,83148,SMA/Setingkat,9,Mendaki Gunung,4100,Pinggiran Kota,148,187,Dingin,0,1,Gunung
23,Perempuan,72581,SMA/Setingkat,1,Ski,1876,Pedesaan,102,264,Dingin,0,1,Gunung
33,Laki-Laki,96498,Sarjana,6,Berjemur,555,Pedesaan,80,121,Panas,0,0,Pantai
46,Non-Biner,56320,Doktor,6,Berjemur,4482,Perkotaan,27,242,Gugur,0,0,Pantai
20,Laki-Laki,48972,Sarjana,0,Mendaki Gunung,3606,Pedesaan,78,99,Gugur,1,1,Gunung
37,Perempuan,56228,Sarjana,8,Berjemur,1331,Pinggiran Kota,161,200,Panas,0,0,Pantai
53,Perempuan,108994,Doktor,3,Renang,1390,Perkotaan,123,46,Panas,0,0,Pantai
36,Perempuan,57026,Sarjana,8,Mendaki Gunung,4434,Pedesaan,267,284,Gugur,0,1,Gunung
43,Laki-Laki,48526,Sarjana,5,Berjemur,1817,Perkotaan,170,231,Dingin,1,1,Pantai
20,Perempuan,90766,Sarjana,5,Berjemur,4865,Perkotaan,205,172,Gugur,1,1,Pantai
36,Laki-Laki,104638,Sarjana,9,Mendaki Gunung,2659,Perkotaan,291,4,Gugur,0,1,Pantai
37,Non-Biner,86805,SMA/Setingkat,7,Ski,2403,Pedesaan,261,103,Gugur,0,1,Pantai
49,Laki-Laki,42307,Doktor,7,Berjemur,2527,Perkotaan,273,159,Panas,1,0,Pantai
24,Non-Biner,28615,Magister,4,Ski,3445,Pedesaan,223,186,Semi,1,1,Pantai
69,Laki-Laki,108487,Sarjana,7,Ski,2535,Pinggiran Kota,72,124,Semi,0,0,Gunung
58,Non-Biner,88284,SMA/Setingkat,5,Mendaki Gunung,1644,Pedesaan,51,52,Semi,1,1,Gunung
50,Perempuan,60182,SMA/Setingkat,0,Ski,2583,Pedesaan,268,161,Dingin,0,1,Pantai
57,Laki-Laki,73969,Doktor,4,Renang,4006,Perkotaan,29,35,Semi,1,0,Pantai
56,Non-Biner,104699,Doktor,6,Ski,4811,Pinggiran Kota,176,206,Dingin,1,0,Gunung
35,Perempuan,101676,Sarjana,3,Mendaki Gunung,3436,Pinggiran Kota,275,14,Panas,0,0,Pantai
57,Perempuan,65469,SMA/Setingkat,9,Renang,4275,Pinggiran Kota,6,84,Gugur,1,0,Pantai
18,Non-Biner,36935,Sarjana,9,Renang,2390,Perkotaan,261,71,Gugur,0,0,Pantai
28,Non-Biner,102832,Doktor,7,Renang,2719,Pinggiran Kota,243,242,Gugur,0,1,Pantai
45,Laki-Laki,114280,Magister,7,Ski,4930,Pedesaan,149,294,Semi,0,0,Gunung
42,Non-Biner,70534,SMA/Setingkat,9,Renang,3579,Pedesaan,153,85,Semi,0,1,Pantai
67,Non-Biner,44981,SMA/Setingkat,7,Renang,4333,Pinggiran Kota,43,182,Dingin,1,0,Pantai
40,Perempuan,109655,Magister,7,Berjemur,4387,Perkotaan,76,235,Semi,1,1,Pantai
48,Non-Biner,108893,Magister,7,Berjemur,4977,Pedesaan,176,186,Semi,1,0,Pantai
47,Non-Biner,102574,Magister,7,Ski,1732,Perkotaan,189,191,Panas,1,0,Gunung
59,Non-Biner,62359,Doktor,2,Ski,3429,Pinggiran Kota,152,3,Panas,0,1,Pantai
52,Perempuan,103509,Doktor,0,Berjemur,4955,Pedesaan,98,232,Panas,1,0,Pantai
24,Perempuan,116911,SMA/Setingkat,9,Mendaki Gunung,3853,Perkotaan,162,1,Dingin,0,1,Pantai
33,Perempuan,29939,Doktor,0,Renang,2618,Perkotaan,262,236,Semi,1,1,Pantai
43,Perempuan,24056,Magister,7,Mendaki Gunung,2173,Perkotaan,146,82,Dingin,0,1,Pantai
65,Laki-Laki,79111,Doktor,2,Mendaki Gunung,4808,Perkotaan,242,91,Gugur,0,1,Pantai
69,Perempuan,81847,Sarjana,6,Renang,4495,Perkotaan,288,97,Panas,0,1,Pantai
66,Perempuan,82031,Sarjana,9,Mendaki Gunung,2818,Pedesaan,214,170,Gugur,0,1,Pantai
19,Laki-Laki,113042,SMA/Setingkat,3,Ski,1763,Perkotaan,7,98,Gugur,1,1,Gunung
18,Laki-Laki,47343,Sarjana,5,Ski,1784,Pedesaan,208,233,Panas,1,1,Gunung
65,Laki-Laki,85401,Doktor,6,Ski,3105,Pedesaan,242,10,Semi,1,0,Pantai
29,Non-Biner,58296,Magister,0,Berjemur,1985,Perkotaan,140,38,Panas,0,1,Pantai
22,Perempuan,33438,Sarjana,0,Berjemur,4386,Pinggiran Kota,186,177,Gugur,1,0,Pantai
54,Non-Biner,94669,Doktor,7,Ski,4522,Pinggiran Kota,266,230,Dingin,0,0,Pantai
49,Laki-Laki,81295,Magister,6,Berjemur,509,Pinggiran Kota,287,2,Panas,1,1,Pantai
26,Laki-Laki,46496,SMA/Setingkat,2,Mendaki Gunung,3378,Pedesaan,0,249,Dingin,0,1,Gunung
58,Laki-Laki,47057,Magister,9,Mendaki Gunung,1593,Perkotaan,220,129,Panas,1,0,Pantai
52,Laki-Laki,49818,Sarjana,7,Berjemur,714,Perkotaan,211,12,Panas,1,0,Pantai
36,Non-Biner,105169,Magister,9,Berjemur,2445,Pinggiran Kota,225,56,Panas,0,0,Pantai
65,Laki-Laki,77248,SMA/Setingkat,2,Renang,1579,Pedesaan,149,252,Dingin,0,0,Pantai
33,Perempuan,40208,Magister,1,Berjemur,4273,Pedesaan,258,73,Gugur,0,1,Pantai
20,Perempuan,119443,Doktor,1,Mendaki Gunung,1093,Pedesaan,170,183,Semi,1,1,Gunung
37,Perempuan,88422,Sarjana,6,Renang,4188,Pedesaan,29,58,Gugur,0,0,Pantai
41,Non-Biner,38149,SMA/Setingkat,2,Ski,1180,Pedesaan,265,78,Semi,0,0,Pantai
50,Laki-Laki,27835,Sarjana,0,Renang,4291,Pinggiran Kota,164,111,Dingin,0,0,Pantai
41,Non-Biner,29375,Doktor,5,Mendaki Gunung,3595,Pedesaan,154,113,Semi,1,0,Pantai
69,Perempuan,105511,Sarjana,8,Ski,1067,Pinggiran Kota,259,264,Panas,0,1,Gunung
28,Laki-Laki,51531,Sarjana,3,Mendaki Gunung,3702,Pedesaan,234,251,Semi,1,1,Gunung
66,Non-Biner,56959,Magister,8,Mendaki Gunung,3817,Perkotaan,51,113,Semi,0,1,Gunung
25,Laki-Laki,74395,Sarjana,0,Ski,4777,Perkotaan,246,295,Dingin,0,0,Gunung
53,Laki-Laki,115087,Doktor,2,Berjemur,2335,Pinggiran Kota,131,150,Dingin,1,0,Pantai
55,Non-Biner,60642,Doktor,7,Renang,1190,Pedesaan,205,276,Dingin,1,0,Pantai
57,Perempuan,72870,Doktor,7,Ski,781,Pedesaan,21,190,Dingin,0,0,Gunung
37,Non-Biner,58021,SMA/Setingkat,5,Renang,4747,Pedesaan,251,4,Panas,1,1,Pantai
52,Non-Biner,22524,SMA/Setingkat,5,Berjemur,2474,Pedesaan,215,17,Dingin,1,0,Pantai
65,Perempuan,87756,Doktor,5,Ski,4661,Pedesaan,149,98,Dingin,0,1,Pantai
42,Non-Biner,66778,Sarjana,9,Ski,4829,Pinggiran Kota,146,271,Panas,0,0,Gunung
52,Laki-Laki,110426,Magister,5,Mendaki Gunung,3127,Pinggiran Kota,126,58,Gugur,0,0,Pantai
42,Perempuan,114040,Magister,2,Ski,2593,Pedesaan,52,98,Panas,1,0,Gunung
46,Non-Biner,91460,SMA/Setingkat,1,Berjemur,1873,Pinggiran Kota,293,97,Dingin,1,0,Pantai
35,Laki-Laki,41585,Magister,4,Ski,3917,Pinggiran Kota,80,260,Panas,1,1,Gunung
63,Perempuan,42467,Doktor,5,Mendaki Gunung,2634,Pinggiran Kota,45,219,Gugur,1,1,Gunung
35,Non-Biner,75286,SMA/Setingkat,2,Berjemur,2461,Pedesaan,252,157,Gugur,1,0,Pantai
19,Perempuan,48224,Sarjana,7,Renang,1656,Perkotaan,18,169,Gugur,1,1,Pantai
52,Laki-Laki,117632,Sarjana,6,Renang,1428,Pedesaan,108,255,Gugur,0,0,Pantai
33,Laki-Laki,42427,Magister,3,Ski,501,Perkotaan,270,167,Semi,1,1,Pantai
58,Perempuan,25970,SMA/Setingkat,0,Berjemur,1400,Pinggiran Kota,246,248,Panas,1,1,Pantai
53,Laki-Laki,88704,SMA/Setingkat,7,Mendaki Gunung,1756,Perkotaan,231,161,Panas,1,1,Pantai
50,Laki-Laki,31022,SMA/Setingkat,0,Ski,3307,Perkotaan,232,67,Gugur,1,0,Pantai
21,Perempuan,107276,SMA/Setingkat,4,Ski,4517,Pedesaan,219,106,Semi,1,1,Pantai
50,Perempuan,22390,Magister,4,Mendaki Gunung,4875,Perkotaan,146,118,Dingin,1,0,Pantai
31,Non-Biner,79046,SMA/Setingkat,6,Mendaki Gunung,3081,Pedesaan,175,260,Gugur,1,1,Gunung
38,Non-Biner,118765,Doktor,1,Berjemur,4802,Pinggiran Kota,228,7,Semi,0,0,Pantai
65,Perempuan,104300,SMA/Setingkat,4,Berjemur,2950,Pedesaan,104,50,Panas,0,1,Pantai
37,Laki-Laki,33287,SMA/Setingkat,7,Berjemur,1888,Pinggiran Kota,251,214,Semi,1,0,Pantai
25,Laki-Laki,43835,SMA/Setingkat,4,Ski,1098,Perkotaan,186,244,Panas,0,0,Gunung
24,Perempuan,109502,Sarjana,9,Renang,2130,Pinggiran Kota,214,178,Dingin,0,1,Pantai
20,Perempuan,41131,Sarjana,4,Mendaki Gunung,1510,Pedesaan,250,123,Dingin,0,1,Pantai
34,Perempuan,87852,SMA/Setingkat,4,Ski,636,Perkotaan,85,36,Gugur,1,0,Pantai
50,Laki-Laki,81954,Doktor,9,Berjemur,2729,Perkotaan,77,161,Semi,0,0,Pantai
65,Non-Biner,100446,Sarjana,7,Mendaki Gunung,4025,Pinggiran Kota,21,58,Panas,0,0,Gunung
29,Non-Biner,35423,Magister,6,Mendaki Gunung,1346,Perkotaan,84,278,Gugur,0,0,Gunung
68,Laki-Laki,109419,SMA/Setingkat,3,Ski,3044,Pedesaan,134,153,Dingin,0,1,Gunung
39,Non-Biner,52596,Doktor,7,Ski,4503,Pinggiran Kota,51,161,Dingin,1,1,Gunung
39,Perempuan,72349,Doktor,2,Renang,4368,Perkotaan,136,70,Semi,0,1,Pantai
63,Perempuan,50529,Magister,9,Mendaki Gunung,3595,Perkotaan,178,217,Gugur,1,0,Gunung
47,Laki-Laki,45951,Magister,5,Ski,2352,Pedesaan,35,244,Semi,1,1,Gunung
55,Laki-Laki,52712,Doktor,3,Renang,2400,Perkotaan,155,171,Panas,1,1,Pantai
55,Perempuan,60592,Sarjana,1,Berjemur,2579,Perkotaan,232,177,Dingin,1,0,Pantai
62,Perempuan,80536,Sarjana,0,Berjemur,4735,Pinggiran Kota,58,201,Semi,1,0,Pantai
68,Laki-Laki,30295,Doktor,8,Renang,1706,Pinggiran Kota,265,293,Panas,1,1,Pantai
25,Laki-Laki,42641,Sarjana,3,Mendaki Gunung,2380,Pinggiran Kota,296,28,Dingin,0,0,Pantai
44,Perempuan,102642,SMA/Setingkat,8,Mendaki Gunung,689,Pinggiran Kota,245,151,Panas,1,1,Pantai
44,Perempuan,104486,Magister,6,Mendaki Gunung,3154,Pedesaan,293,148,Gugur,1,0,Pantai
51,Non-Biner,39363,Magister,0,Renang,4395,Perkotaan,113,281,Panas,0,0,Pantai
38,Non-Biner,43847,Sarjana,9,Mendaki Gunung,2053,Pedesaan,220,8,Semi,1,0,Pantai
47,Perempuan,21193,Sarjana,4,Mendaki Gunung,1698,Perkotaan,297,125,Panas,0,0,Pantai
50,Laki-Laki,40643,SMA/Setingkat,5,Berjemur,910,Perkotaan,252,289,Panas,1,1,Pantai
45,Non-Biner,76176,SMA/Setingkat,7,Berjemur,2423,Pedesaan,292,59,Gugur,0,0,Pantai
64,Non-Biner,58694,Doktor,5,Mendaki Gunung,2259,Pinggiran Kota,144,213,Semi,0,1,Gunung
50,Perempuan,73112,Sarjana,7,Renang,2627,Pedesaan,27,259,Semi,1,1,Pantai
22,Laki-Laki,106767,Sarjana,0,Berjemur,1951,Perkotaan,198,175,Panas,1,0,Pantai
65,Laki-Laki,58615,Sarjana,2,Ski,3257,Perkotaan,208,91,Dingin,0,0,Pantai
36,Perempuan,113769,Magister,0,Berjemur,1635,Perkotaan,76,9,Panas,0,1,Pantai
21,Laki-Laki,22890,SMA/Setingkat,8,Renang,2302,Pinggiran Kota,17,69,Panas,0,1,Pantai
52,Perempuan,114053,Magister,4,Berjemur,3574,Pinggiran Kota,222,66,Semi,1,0,Pantai
66,Laki-Laki,71029,Sarjana,2,Mendaki Gunung,1380,Pedesaan,296,228,Panas,1,0,Pantai
34,Perempuan,35159,Doktor,1,Ski,1033,Perkotaan,11,14,Dingin,1,0,Gunung
61,Laki-Laki,34750,SMA/Setingkat,6,Mendaki Gunung,3015,Perkotaan,14,33,Gugur,0,1,Gunung
45,Perempuan,35616,Sarjana,1,Renang,886,Pedesaan,11,251,Gugur,0,0,Pantai
47,Perempuan,102866,Magister,2,Mendaki Gunung,4404,Pedesaan,253,299,Semi,1,0,Gunung
46,Laki-Laki,77535,SMA/Setingkat,5,Berjemur,2840,Pedesaan,33,230,Panas,0,1,Pantai
63,Perempuan,60172,SMA/Setingkat,3,Mendaki Gunung,2852,Pinggiran Kota,8,70,Dingin,1,1,Gunung
23,Non-Biner,81136,Sarjana,7,Mendaki Gunung,2194,Pinggiran Kota,148,195,Panas,0,1,Gunung
52,Laki-Laki,49023,Doktor,6,Berjemur,3524,Perkotaan,239,266,Gugur,1,1,Pantai
58,Perempuan,36244,Sarjana,6,Renang,3763,Pinggiran Kota,5,297,Panas,1,0,Pantai
54,Laki-Laki,52515,Magister,2,Ski,3177,Pinggiran Kota,89,262,Dingin,1,0,Gunung
41,Laki-Laki,80154,Magister,7,Berjemur,2324,Pedesaan,243,135,Panas,0,0,Pantai
46,Perempuan,119374,Magister,7,Ski,770,Perkotaan,152,298,Semi,1,1,Gunung
66,Non-Biner,108412,Doktor,7,Berjemur,2262,Pinggiran Kota,286,93,Gugur,0,1,Pantai
63,Laki-Laki,22857,SMA/Setingkat,3,Berjemur,1661,Perkotaan,53,161,Panas,0,1,Pantai
48,Non-Biner,90606,Sarjana,2,Berjemur,1572,Pedesaan,58,43,Dingin,1,1,Pantai
52,Non-Biner,118456,SMA/Setingkat,2,Mendaki Gunung,1379,Pedesaan,201,98,Dingin,0,1,Pantai
50,Perempuan,119954,SMA/Setingkat,2,Mendaki Gunung,3023,Perkotaan,45,210,Gugur,0,1,Gunung
69,Perempuan,105890,SMA/Setingkat,4,Ski,4755,Perkotaan,279,37,Semi,1,0,Pantai
38,Laki-Laki,119634,SMA/Setingkat,4,Renang,2855,Perkotaan,225,240,Dingin,0,0,Pantai
49,Perempuan,67371,Doktor,8,Renang,4279,Perkotaan,13,16,Gugur,1,0,Pantai
40,Laki-Laki,82375,Magister,0,Ski,3694,Pedesaan,127,207,Semi,1,0,Gunung
50,Laki-Laki,115519,Magister,0,Mendaki Gunung,3113,Perkotaan,35,191,Dingin,1,0,Gunung
20,Non-Biner,46929,Doktor,4,Mendaki Gunung,2382,Perkotaan,232,228,Dingin,0,1,Pantai
35,Perempuan,47715,Doktor,1,Renang,1528,Pedesaan,128,161,Panas,1,0,Pantai
42,Perempuan,118588,Sarjana,5,Ski,4029,Pedesaan,204,100,Semi,0,1,Pantai
59,Laki-Laki,38974,Doktor,2,Berjemur,2333,Pinggiran Kota,275,283,Semi,1,1,Pantai
48,Non-Biner,91135,Sarjana,3,Mendaki Gunung,1548,Pedesaan,225,221,Gugur,0,1,Pantai
20,Perempuan,48695,Sarjana,3,Ski,3976,Pinggiran Kota,26,63,Semi,0,1,Gunung
57,Non-Biner,64042,Doktor,5,Mendaki Gunung,4187,Pinggiran Kota,265,284,Gugur,0,1,Gunung
63,Non-Biner,26782,Magister,4,Ski,4142,Pinggiran Kota,277,283,Dingin,1,0,Gunung
41,Laki-Laki,47933,Doktor,9,Renang,4214,Perkotaan,218,290,Gugur,0,0,Pantai
67,Perempuan,47632,SMA/Setingkat,1,Mendaki Gunung,4018,Perkotaan,239,189,Semi,1,0,Pantai
49,Perempuan,106802,SMA/Setingkat,3,Berjemur,2828,Pinggiran Kota,110,281,Panas,1,0,Pantai
64,Perempuan,98597,SMA/Setingkat,4,Berjemur,1788,Pinggiran Kota,118,35,Gugur,1,0,Pantai
39,Non-Biner,75425,Sarjana,4,Renang,3638,Perkotaan,101,57,Gugur,1,0,Pantai
40,Perempuan,57606,Sarjana,9,Berjemur,4534,Pinggiran Kota,229,165,Gugur,1,0,Pantai
19,Laki-Laki,91442,SMA/Setingkat,1,Berjemur,643,Pinggiran Kota,66,65,Dingin,1,1,Pantai
44,Non-Biner,110351,SMA/Setingkat,0,Berjemur,1174,Pinggiran Kota,152,253,Semi,0,0,Pantai
59,Perempuan,27719,Doktor,6,Renang,3098,Pinggiran Kota,50,118,Semi,1,1,Pantai
19,Non-Biner,44721,Doktor,2,Ski,4114,Pedesaan,41,193,Gugur,0,1,Gunung
43,Non-Biner,29507,Doktor,4,Mendaki Gunung,1599,Pinggiran Kota,238,71,Semi,0,1,Pantai
34,Non-Biner,50007,Doktor,8,Ski,3629,Perkotaan,296,247,Gugur,1,1,Pantai
57,Laki-Laki,69459,Sarjana,1,Ski,4287,Pedesaan,57,158,Semi,0,1,Gunung
50,Perempuan,77141,Magister,7,Ski,4041,Perkotaan,118,134,Gugur,1,1,Gunung
26,Perempuan,70036,Doktor,4,Berjemur,4331,Pedesaan,241,258,Dingin,0,0,Pantai
60,Non-Biner,27797,Sarjana,6,Mendaki Gunung,4615,Perkotaan,139,249,Panas,1,0,Gunung
65,Perempuan,94353,Sarjana,6,Ski,3646,Perkotaan,274,203,Semi,0,0,Pantai
56,Non-Biner,79923,Doktor,3,Mendaki Gunung,1153,Pedesaan,230,169,Semi,0,1,Pantai
46,Non-Biner,112388,SMA/Setingkat,6,Renang,3596,Pedesaan,188,141,Panas,1,1,Pantai
59,Non-Biner,76101,SMA/Setingkat,5,Renang,1361,Pedesaan,214,288,Semi,0,0,Pantai
43,Laki-Laki,74291,SMA/Setingkat,8,Renang,4273,Perkotaan,252,156,Semi,1,1,Pantai
52,Perempuan,104227,Sarjana,9,Berjemur,4590,Perkotaan,246,223,Dingin,0,1,Pantai
67,Non-Biner,92688,SMA/Setingkat,3,Renang,4649,Pedesaan,223,171,Semi,0,1,Pantai
42,Perempuan,98437,Sarjana,5,Berjemur,4435,Pedesaan,93,208,Dingin,1,1,Pantai
41,Laki-Laki,71396,Magister,3,Ski,3895,Pinggiran Kota,10,214,Gugur,0,1,Gunung
30,Laki-Laki,57253,Doktor,8,Ski,4906,Pinggiran Kota,118,203,Gugur,1,0,Gunung
24,Non-Biner,78046,Sarjana,9,Ski,916,Pinggiran Kota,295,46,Dingin,1,1,Pantai
53,Laki-Laki,77689,SMA/Setingkat,0,Mendaki Gunung,2326,Pedesaan,277,135,Panas,1,0,Pantai
62,Laki-Laki,112800,Doktor,1,Renang,3188,Pedesaan,111,110,Dingin,0,0,Pantai
37,Laki-Laki,60063,SMA/Setingkat,7,Mendaki Gunung,2204,Perkotaan,20,64,Dingin,1,1,Gunung
18,Laki-Laki,91793,Magister,4,Renang,1745,Pinggiran Kota,227,271,Semi,0,1,Pantai
25,Laki-Laki,55774,SMA/Setingkat,5,Renang,3092,Pinggiran Kota,215,264,Semi,1,1,Pantai
63,Laki-Laki,105198,Doktor,5,Ski,4761,Pinggiran Kota,236,5,Semi,1,0,Pantai
33,Perempuan,22895,SMA/Setingkat,0,Renang,4644,Pedesaan,183,156,Panas,0,0,Pantai
31,Laki-Laki,44406,Magister,6,Berjemur,3203,Pedesaan,152,222,Semi,1,0,Pantai
29,Perempuan,51848,Doktor,1,Berjemur,3631,Perkotaan,261,77,Gugur,1,0,Pantai
68,Non-Biner,76021,Magister,6,Berjemur,2554,Pinggiran Kota,60,231,Semi,0,1,Pantai
40,Laki-Laki,69077,Doktor,9,Mendaki Gunung,1782,Pedesaan,80,79,Semi,0,0,Pantai
32,Laki-Laki,102628,Sarjana,4,Berjemur,1009,Pedesaan,263,293,Semi,1,0,Pantai
45,Perempuan,119498,Doktor,3,Mendaki Gunung,4178,Pinggiran Kota,286,141,Panas,1,0,Pantai
51,Laki-Laki,36644,SMA/Setingkat,8,Ski,3178,Pedesaan,247,4,Gugur,1,1,Pantai
19,Perempuan,64809,Doktor,8,Renang,4519,Pinggiran Kota,153,265,Dingin,0,1,Pantai
49,Perempuan,112021,SMA/Setingkat,5,Berjemur,3702,Pinggiran Kota,93,111,Gugur,0,0,Pantai
40,Laki-Laki,105155,Doktor,0,Berjemur,2357,Pinggiran Kota,130,223,Dingin,0,0,Pantai
39,Non-Biner,45250,Magister,0,Renang,1776,Pinggiran Kota,288,160,Gugur,0,1,Pantai
68,Non-Biner,78670,SMA/Setingkat,9,Ski,2356,Pinggiran Kota,281,67,Panas,1,1,Pantai
42,Non-Biner,76207,SMA/Setingkat,1,Renang,1346,Pedesaan,106,146,Panas,1,1,Pantai
39,Perempuan,50884,SMA/Setingkat,1,Berjemur,4077,Perkotaan,226,220,Panas,1,1,Pantai
39,Perempuan,110025,SMA/Setingkat,9,Berjemur,3464,Pedesaan,292,35,Semi,1,1,Pantai
66,Laki-Laki,103183,Sarjana,7,Berjemur,3907,Pedesaan,143,279,Panas,0,0,Pantai
69,Perempuan,51271,Magister,2,Ski,2696,Pinggiran Kota,210,103,Panas,1,0,Pantai
59,Non-Biner,99375,SMA/Setingkat,0,Ski,3747,Pedesaan,271,221,Gugur,0,1,Pantai
23,Laki-Laki,118500,Doktor,5,Ski,1891,Pedesaan,274,49,Gugur,1,1,Pantai
32,Non-Biner,119594,SMA/Setingkat,7,Berjemur,3077,Perkotaan,33,201,Semi,1,1,Pantai
60,Laki-Laki,86610,SMA/Setingkat,5,Berjemur,807,Pinggiran Kota,38,185,Dingin,0,1,Pantai
54,Non-Biner,43919,Magister,3,Renang,4344,Pinggiran Kota,270,105,Semi,1,0,Pantai
50,Laki-Laki,105357,Magister,8,Ski,2166,Pedesaan,230,213,Semi,1,1,Pantai
25,Non-Biner,77581,SMA/Setingkat,9,Ski,4046,Pedesaan,226,122,Gugur,0,1,Pantai
61,Perempuan,64367,Sarjana,7,Berjemur,1204,Perkotaan,148,237,Panas,1,1,Pantai
61,Non-Biner,119249,Sarjana,0,Ski,1477,Pinggiran Kota,70,296,Panas,0,1,Gunung
22,Laki-Laki,110818,Doktor,5,Mendaki Gunung,3603,Pinggiran Kota,138,172,Panas,0,1,Gunung
56,Non-Biner,78432,Doktor,7,Ski,502,Pedesaan,131,130,Gugur,1,1,Pantai
21,Perempuan,36173,Doktor,3,Mendaki Gunung,1847,Pedesaan,90,215,Panas,0,0,Gunung
23,Laki-Laki,41855,Doktor,8,Berjemur,4172,Perkotaan,89,15,Panas,1,0,Pantai
62,Perempuan,75061,Sarjana,8,Berjemur,3340,Pinggiran Kota,203,9,Semi,1,0,Pantai
49,Non-Biner,99179,Sarjana,1,Renang,2206,Perkotaan,117,89,Dingin,1,0,Pantai
69,Laki-Laki,80293,Magister,8,Berjemur,1160,Perkotaan,205,46,Panas,1,1,Pantai
47,Non-Biner,69318,Magister,2,Mendaki Gunung,2312,Pinggiran Kota,270,148,Semi,0,1,Pantai
64,Laki-Laki,84104,Doktor,6,Ski,2084,Pedesaan,81,197,Semi,1,1,Gunung
52,Perempuan,64628,SMA/Setingkat,9,Renang,2423,Perkotaan,164,135,Panas,0,1,Pantai
57,Perempuan,56831,Magister,6,Renang,4938,Pedesaan,273,102,Gugur,0,1,Pantai
69,Perempuan,38224,Sarjana,1,Berjemur,4155,Pedesaan,103,114,Gugur,1,0,Pantai
33,Non-Biner,33168,SMA/Setingkat,6,Berjemur,3573,Pinggiran Kota,32,143,Gugur,1,0,Pantai
30,Laki-Laki,58414,Magister,3,Berjemur,1469,Pinggiran Kota,223,65,Dingin,0,0,Pantai
67,Perempuan,36160,SMA/Setingkat,7,Renang,3770,Perkotaan,152,274,Dingin,0,1,Pantai
59,Non-Biner,40575,Magister,7,Berjemur,2895,Pinggiran Kota,50,194,Gugur,1,0,Pantai
47,Non-Biner,65281,Doktor,8,Berjemur,3029,Pedesaan,47,125,Gugur,0,0,Pantai
36,Laki-Laki,97299,Doktor,6,Ski,3271,Pedesaan,12,275,Gugur,0,1,Gunung
34,Perempuan,25749,SMA/Setingkat,1,Renang,3878,Pinggiran Kota,50,194,Dingin,0,0,Pantai
36,Non-Biner,76518,Sarjana,6,Berjemur,2189,Perkotaan,173,139,Gugur,1,0,Pantai
45,Perempuan,114860,Sarjana,3,Berjemur,2706,Pinggiran Kota,47,47,Semi,0,1,Pantai
43,Laki-Laki,28884,Doktor,7,Mendaki Gunung,1459,Perkotaan,137,52,Gugur,1,1,Pantai
54,Perempuan,100038,Doktor,7,Renang,1996,Perkotaan,268,75,Panas,0,0,Pantai
43,Perempuan,48613,Sarjana,0,Berjemur,3029,Pinggiran Kota,285,47,Gugur,0,0,Pantai
40,Non-Biner,43432,Doktor,7,Mendaki Gunung,1137,Pinggiran Kota,247,77,Semi,1,0,Pantai
26,Non-Biner,21129,Magister,9,Berjemur,3872,Pinggiran Kota,235,91,Panas,0,0,Pantai
29,Laki-Laki,115097,Doktor,3,Renang,3133,Pinggiran Kota,193,297,Dingin,0,1,Pantai
18,Laki-Laki,81405,SMA/Setingkat,1,Ski,2174,Pedesaan,39,138,Dingin,0,1,Gunung
18,Laki-Laki,77108,Doktor,9,Renang,947,Pedesaan,225,107,Dingin,0,0,Pantai
64,Non-Biner,101035,Doktor,7,Mendaki Gunung,3358,Perkotaan,275,77,Panas,0,1,Pantai
51,Laki-Laki,53868,Sarjana,3,Renang,695,Pinggiran Kota,289,178,Dingin,0,1,Pantai
49,Laki-Laki,59805,Sarjana,9,Mendaki Gunung,1955,Perkotaan,146,97,Semi,0,0,Pantai
65,Non-Biner,95825,SMA/Setingkat,5,Ski,617,Pinggiran Kota,15,144,Semi,1,0,Gunung
42,Laki-Laki,82092,Sarjana,5,Renang,3291,Perkotaan,285,251,Semi,0,1,Pantai
57,Non-Biner,90323,SMA/Setingkat,9,Ski,1208,Pedesaan,247,85,Panas,0,0,Pantai
62,Laki-Laki,113658,Magister,7,Renang,3908,Pinggiran Kota,214,145,Panas,0,1,Pantai
18,Non-Biner,20347,Sarjana,4,Renang,975,Perkotaan,85,291,Semi,0,0,Pantai
33,Perempuan,59396,SMA/Setingkat,6,Mendaki Gunung,4091,Pinggiran Kota,8,256,Dingin,0,0,Gunung
56,Non-Biner,69359,Doktor,5,Berjemur,4713,Perkotaan,60,136,Dingin,1,1,Pantai
